movieId,production_company,director,budget
199,1080,24882,7
201,11308,63713,10000000
202,6849,1128,0
203,33,20237,0
204,174,32277,60000000
205,915,3092,0
206,14,588623,0
207,25,22767,20000000
208,33,8300,175000000
209,59,73494,8000000
210,60,1723,30000000
211,4,6111,0
212,25,17309,0
213,104,82796,2800000
214,2103,1364800,0
215,97,564,2500000
216,6365,57691,10000000
217,18189,43468,0
218,104,18378,21000000
219,33,44990,0
220,4867,27991,0
222,364,19969,0
223,14,19303,27575
224,12,25210,25000000
225,174,8246,55000000
227,4,12840,45000000
228,11308,58154,0
229,8,3556,0
230,97,18596,0
231,12,7396,16000000
232,5528,1614,0
233,14,56205,2000000
234,11308,1201,0
235,9195,510,18000000
236,1382,8844,0
237,97,7904,0
238,25,148119,0
239,2,15775,18000000
240,559,57090,15000000
241,21,87695,15000000
242,1429,67794,0
243,86421,1566166,0
246,8,122449,700000
247,11,108,5000000
248,175,77121,10500000
249,5,57851,120
250,2,32593,10000000
251,33,1203,15000000
252,4,64061,25000000
253,360,17016,60000000
254,2370,54441,14000000
255,175,73668,0
256,33,8858,60000000
257,174,56872,0
258,2,62043,0
259,25,23393,40000000
260,1,1,11000000
261,5,58094,18000000
262,174,11218,17000000
263,181,15488,0
265,84803,22767,2000000
266,348,9181,30000000
267,33,14692,0
269,181,3110,0
270,174,58463,60000000
271,4,15912,17000000
272,181,55476,0
273,70,11181,45000000
274,2,27444,0
275,559,9248,15000000
276,4,24318,0
277,25,56911,0
278,915,5065,0
279,12,16395,5500000
280,174,54971,20000000
281,4,6729,0
282,802,10781,31000000
283,4319,17278,5000000
284,5822,129957,0
285,11139,70905,4800000
287,23098,131792,0
288,174,1152,34000000
289,559,13563,0
290,293,7256,0
291,12,2873,0
292,174,5231,50000000
293,9,59,16000000
294,798,6495,11000000
295,915,23757,0
296,14,138,8000000
298,5528,1614,400000
299,14,42617,0
300,316,4135,31000000
301,84839,994323,0
302,82,23724,0
303,559,7623,32000000
304,915,12804,22000000
305,14,9789,15000000
306,14,1126,0
307,14,1126,0
308,14,1126,0
310,0,45642,0
311,4899,133793,0
312,4,1524,0
313,4108,107274,20000000
314,29272,102445,0
315,174,26648,45000000
316,104,6046,55000000
317,2,58072,22000000
318,97,4027,25000000
319,181,2034,0
320,78701,101446,0
321,14,72647,0
322,2832,57028,0
324,798,91499,2
325,12,64030,0
326,1078,607,0
327,60,56891,25000000
328,33,15521,13000000
329,4,2380,38000000
330,4319,141825,6000000
331,1930,58080,0
332,33,11770,22000000
333,4,13426,0
334,181,15389,0
335,33,1884,6500000
336,11308,76705,0
337,4,5306,11000000
338,4,57090,30000000
339,175,12962,17000000
340,33,18250,0
341,8,1230367,0
342,105,3045,3000000
343,5,83313,0
344,174,4499,15000000
345,1381,27889,2000000
346,37,1978,0
347,5,3556,5000000
348,14,1243,0
349,4,13015,62000000
350,174,5572,45000000
351,12,16853,0
352,33,5281,14000000
353,14,21085,23000000
354,174,4037,0
355,56,13581,46000000
356,4,24,55000000
357,181,10723,4400000
358,5,6482,0
359,5,81727,0
360,175,56106,45000000
361,559,41550,20000000
362,2,7775,0
363,181,226963,0
364,2,18898,45000000
365,14,4956,35000000
366,12,5140,8000000
367,12,26713,23000000
368,152,7187,75000000
369,8,72427,0
370,4,13426,30000000
371,23,6159,6000000
372,33,7399,11500000
373,33,21053,8000000
374,174,18281,40000000
376,33,323,45000000
377,25,2209,30000000
378,21,33485,0
379,182,37710,27000000
380,25,2710,115000000
381,9195,46085,0
382,5,5342,70000000
383,174,8844,63000000
384,9195,42301,0
385,288,158634,0
386,37,72125,0
387,175,35689,10000000
388,3923,1087439,0
389,0,234793,0
390,170,4590,45000
391,1382,67896,7000000
393,33,1726,35000000
405,14,53599,26000000
406,4063,77076,0
407,12,11770,8000000
408,12,16513,0
409,12,88060,0
410,4,5174,47000000
412,5,1032,34000000
413,25,7145,0
414,915,12988,17000000
415,9195,12840,30000000
416,25,42171,0
417,97,78188,3200000
418,174,68687,40000000
419,25,58448,0
420,4,4610,50000000
421,174,1901,0
422,12,10781,11000000
423,21,2042,28000000
424,4,15175,0
425,41,32765,0
426,174,39104,13000000
427,70969,14800,0
428,7429,380,10000000
429,9195,57107,0
430,5,61175,13000000
431,33,1150,30000000
432,97,66548,40
433,21,8843,0
434,104,16938,70000000
435,4,18308,33000000
436,915,21806,40000000
437,559,12964,0
438,23,27236,0
440,174,8858,28000000
441,37,564,6900000
442,174,58838,57000000
444,104611,5216,8000000
445,21,1895,0
446,708,20640,0
448,174,2690,0
449,0,141825,0
450,174,50949,0
451,4,10967,0
452,8,17784,0
453,23,5174,30000000
454,4,2226,42000000
455,104,18254,20000000
456,14,52358,0
457,174,12989,44000000
458,5,1723,35000000
459,496,21370,0
460,21,26502,30000000
461,798,172993,0
464,33,11401,18000000
466,25,12936,25000000
467,272,94996,0
468,14,65859,0
469,14,19684,25000000
470,12,77733,0
471,174,1223,25000000
472,5,3388,40000000
473,915,774,0
474,97,5231,40000000
475,33,53334,13000000
476,9195,230059,0
477,9195,18069,15000000
478,4,8246,30000000
479,182,2042,21000000
480,33,488,63000000
481,278,58498,9000000
482,285,8297,1500000
484,4,40549,0
485,5,1090,85000000
486,9195,90037,2000000
487,79,18254,0
488,174,224,0
489,174,24318,22000000
490,12,23213,20000000
491,174,2461,0
492,559,1243,13500000
493,12,11448,3500000
494,174,2523,55000000
495,6116,46230,0
496,798,119232,0
497,288,11181,11000000
499,174,2239,0
500,25,10965,25000000
501,181,65452,0
502,5,56828,12000000
504,5,10702,20000000
505,12,3026,40000000
506,11912,57206,4000000
507,171,190,30000000
508,559,16294,26000000
509,105,10757,7000000
510,5,6482,14000000
511,9195,12920,0
512,915,29482,0
513,1,141450,0
514,9195,34849,11000000
515,5,54441,11500000
516,1504,14911,40000000
517,25,648,40000000
518,5,9168,0
519,41,44056,22000000
520,9,14639,20000000
521,1382,21377,11500000
522,417,65026,0
523,75712,138322,800000
524,559,44847,12000000
526,249,127283,0
527,33,488,22000000
528,25,12964,0
529,4,2260,0
531,70,1128,0
532,11308,10367,13000000
533,33,52968,25000000
534,5553,4786,22000000
535,8,9789,0
536,9195,33405,0
537,14,72624,0
538,21,64061,15000000
539,559,9248,21000000
540,4,13015,40000000
541,174,578,28000000
542,915,54590,0
543,559,15106,20000000
544,5,63943,0
546,915,58165,48000000
547,12,15521,7400000
548,915,45645,50000000
549,164,78012,0
550,559,41549,0
551,2,57646,24000000
552,2,18356,30000000
553,915,16566,25000000
555,342,893,12500000
556,79233,115891,0
558,25,74299,27000000
562,103771,66605,800000
563,82,20718,0
564,174,2778,0
567,49,309,0
568,181,6220,0
569,97,3030,0
573,371,26265,0
574,8,17883,200000
575,33,58448,0
577,4,1174031,0
579,112249,105114,0
580,559,67756,0
581,181,109403,0
583,104,69488,0
585,4,31024,0
586,25,10965,18000000
587,4,3415,22000000
588,2,15811,28000000
589,275,2710,102000000
590,335,1269,22000000
592,174,510,35000000
593,41,16294,19000000
594,3166,5446,1488423
595,2,62048,25000000
596,3166,226599,2600000
597,9195,1201,14000000
599,4051,7767,6244087
600,4063,78258,0
602,151499,1080040,0
605,25,52405,0
606,278,15557,0
608,1382,1223,7000000
609,2,4755,0
610,5,70616,9300000
611,14,176246,4000000
612,14,32278,8000000
613,14,24657,0
615,10520,49552,0
616,3166,57314,4000000
617,49,309,0
618,1025,37526,24000000
619,33,116103,0
626,12,78029,8000000
627,5,72619,0
628,4,17812,30000000
631,21,952327,0
632,45,15488,0
633,1302,974388,0
634,12,70835,33500000
635,60,73496,0
636,0,230320,0
637,23,21217,39000000
638,104,20773,0
639,43,5281,12000000
640,174,34682,45000000
645,356,20789,0
647,711,9181,46000000
648,4,1150,80000000
649,140,6759,0
650,21,2182,0
653,33,18878,57000000
656,33,54590,30000000
661,2,57646,38000000
662,23,15890,0
663,4,64030,0
665,653,15254,14000000
667,10354,115983,0
668,1984,12160,0
670,26424,12160,0
671,33,30021,0
673,174,23677,80000000
674,4,53767,9000000
678,0,37852,0
679,97,12804,0
680,46654,3776,220000
685,5270,8876,0
688,2,18254,0
691,559,24318,25000000
692,8331,104404,0
694,285,43786,0
695,4063,1046169,0
697,8,73838,0
698,12,42113,0
700,12,56059,0
703,1382,129708,0
704,33,15111,30000000
706,216,104507,0
707,21,7256,0
708,25,7145,0
709,2,71792,31000000
710,175,1175207,0
711,33,129941,25530000
714,14,4429,9000000
715,83,25950,35000000
718,9,64909,0
719,5,1524,45000000
720,297,1265554,0
722,33624,940684,0
724,5,41549,15000000
725,25,68215,0
726,9195,5696,0
728,288,19304,0
731,12,18500,25000000
733,915,865,75000000
735,104,87680,4000000
736,33,2209,92000000
737,278,70792,0
741,192,12180,3000000
742,4,64796,0
743,915,65548,18000000
745,297,7314,0
747,12,4610,25000000
748,285,28239,25000000
750,5,240,1800000
757,539,12453,0
759,0,223825,0
760,998,14614,0
761,4,18254,45000000
762,97,41550,50000000
764,4125,366,0
765,70,1776,45000000
766,798,16378,0
773,72471,1079380,0
775,512,53767,0
778,181,2034,4000000
779,4,1214396,1000000
780,25,6046,75000000
781,43,4956,0
782,559,893,55000000
783,2,62048,100000000
784,5,7399,47000000
785,21,7396,27000000
786,174,26713,100000000
788,23,4499,54000000
790,104,592762,0
791,0,0,0
795,231,3111,0
798,33,18878,80000000
799,11,108,30000000
800,97,102445,5000000
801,4,18320,12000000
802,9195,12962,32000000
803,140,56539,0
804,43,12833,3500000
805,174,5572,40000000
806,181,77076,0
808,97,66076,23000000
809,21,40230,25000000
810,33,12988,20000000
813,60,2357,30000000
818,4,15042,0
823,109,28615,0
824,0,56201,0
828,342,18308,0
829,174,71110,13000000
830,258,28904,26000000
832,9195,6159,80000000
833,559,7678,0
835,11661,119310,0
836,25,12989,50000000
837,216,518,36000000
838,14,32983,6000000
839,14,65602,13000000
840,21,92554,0
841,1679,37302,0
842,33,10953,15000000
848,97,1232954,6000000
849,4,11770,50000000
851,14,7482,2962051
852,174,4037,45000000
858,4,1776,6000000
861,2521,44916,900000
866,491,9340,4500000
867,174,133259,17000000
869,8,9789,18000000
870,175,56828,53000000
875,15681,232119,0
876,2521,44916,0
879,4,37710,60000000
880,12,13776,40000000
881,2,69741,0
882,33,508,8000000
885,174,13563,32000000
886,33,15521,25000000
888,4285,24346,0
889,0,28889,0
891,14,55116,5000000
892,8,98750,0
893,8,33054,0
896,104,96627,0
897,4,10790,3000000
898,21,14674,0
899,21,13294,2540800
900,21,13980,5635000
901,4,13284,0
902,4,1927,2500000
903,4,2636,2479000
904,4,2636,1000000
905,5,2662,325000
906,21,14674,2068000
907,6,30165,520000
908,21,2636,4000000
909,219,3146,3000000
910,60,3146,2883848
911,33,13284,4000000
912,174,4109,878000
913,174,6593,375000
914,174,14674,17000000
915,4,3146,2239000
916,4,10001,1500000
917,25,80570,0
918,21,13980,1707561
919,21,9049,2777000
920,21,10790,4000000
921,21,24318,0
922,4,3146,1752000
923,6,40,839727
924,21,240,12000000
926,25,10601,1400000
927,21,14674,1688000
928,60,2636,1288000
929,60,2636,0
930,6,2636,1000000
931,60,2636,1500000
932,25,30008,2100000
933,4,2636,2500000
934,21,13980,0
935,21,13980,0
936,21,2428,1365000
937,146438,3146,2100000
938,21,13980,3319355
940,174,67426,2033000
941,25,29595,0
942,25,834,1020000
943,25,10601,0
944,5,2662,4000000
945,6,30165,609000
946,60,2428,1200000
947,33,74659,575375
948,174,18738,5400000
949,174,2746,0
950,21,32427,226408
951,5,11435,0
952,1258,20412,6000000
953,6,2662,3180000
954,5,2662,1500000
955,6,11435,1073000
956,5,18738,0
959,6,31497,0
961,1553,31497,0
963,174,33064,0
965,4978,2636,0
968,14121,14999,114000
969,60,6593,1000000
970,60,6593,1000000
971,21,3632,3000000
973,174,2662,0
976,4,14855,0
979,181,72467,0
981,12,16730,0
982,5,86051,0
984,38567,76462,0
986,5,68212,22000000
987,23098,549024,0
988,33,3110,5000000
990,5,26767,25000000
991,174,17016,25000000
993,887,4756,0
994,11661,55152,0
996,12,1723,67000000
998,12,37932,9000000
999,11661,27846,0
1003,97,10781,38000000
1004,174,35155,45000000
1005,34998,27146,0
1006,23,15890,50000000
1007,3166,83413,0
1008,3166,87459,0
1009,3166,19032,0
1010,3166,5834,0
1011,3166,5834,0
1012,3166,5834,0
1013,3166,29715,0
1014,3166,29715,2500000
1015,2,6592,0
1016,3166,30099,1250000
1017,3166,35318,5000000
1018,3166,5834,0
1019,2,2087,5000000
1020,2,12962,14000000
1021,2,56506,31000000
1022,3166,64864,2900000
1023,3166,57314,0
1024,2,226599,0
1025,3166,57314,3000000
1027,174,8300,48000000
1028,3166,5834,6000000
1029,3166,226599,812000
1030,3166,25558,10000000
1031,3166,5834,20000000
1032,3166,64864,3000000
1033,3166,107274,12000000
1034,2499,55117,3000000
1035,25,1744,8200000
1036,25,1090,28000000
1037,12,57090,10000000
1040,25,12952,0
1041,105,65452,4500000
1042,25,31,26000000
1043,1177,59649,0
1046,181,67570,0
1047,12,16938,65000000
1049,4,2042,50000000
1050,25,1158,0
1051,4665,884,1300000
1053,8,9200,0
1054,5,5281,2400000
1055,915,16566,45000000
1056,163,172,7000000
1057,14,1243,20000000
1059,25,6201,14500000
1060,14,11694,200000
1061,174,8246,44000000
1064,3475,56852,0
1066,6,30165,0
1068,6,64114,250000
1073,3434,3451,3000000
1076,25,25630,0
1077,60,1243,2000000
1078,60,1243,2000000
1079,21,8929,7500000
1080,416,10707,4000000
1081,21,1927,15000000
1082,174,12964,1500000
1083,174,1927,12000000
1084,174,6448,2500000
1085,174,14520,0
1086,174,2636,1400000
1088,137,716,6000000
1089,285,138,1200000
1090,469,1152,6000000
1091,25,16544,6500000
1092,275,10491,49000000
1093,23,1152,38000000
1094,181,17016,3705538
1095,12,15890,12500000
1096,33,6349,12000000
1097,33,488,10500000
1099,21,78053,0
1100,4,893,60000000
1101,4,893,15000000
1103,174,2765,1500000
1104,174,2746,1800000
1105,7405,56746,0
1107,0,0,0
1111,14,57227,0
1112,2492,47005,315230
1114,3989,39104,12500000
1116,874,229263,0
1117,104,107490,0
1119,8816,1086972,0
1120,5,3974,36000000
1121,39526,53345,0
1123,0,621628,0
1124,33,21958,15000000
1125,60,1927,5000000
1126,12,16672,6788000
1127,25,2710,70000000
1128,494,11770,1000000
1129,494,11770,6000000
1130,494,4600,1000000
1131,82,20718,4940939
1132,82,20718,0
1135,174,34611,15000000
1136,416,10707,400000
1137,1373,1388631,0
1140,0,109635,0
1144,6429,1080611,0
1147,1382,65608,0
1148,297,7314,0
1150,1579,38494,0
1151,185,83784,0
1156,6084,12329,0
1161,168,10249,0
1162,3862,21377,0
1163,23932,933201,0
1167,11661,1201,0
1170,0,82442,0
1171,14,504,0
1172,356,65314,5000000
1173,2238,30309,2300000
1175,582,13680,4000000
1176,104,1126,0
1177,14,10723,0
1178,60,240,935000
1179,14,3224,0
1180,14,36804,0
1183,14,2239,27000000
1184,6651,55916,0
1185,1468,53334,645180
1186,14,1884,1200000
1187,36289,102445,5000000
1188,418,6201,3000000
1189,3906,18533,0
1190,49,309,0
1191,14,64073,0
1192,14,107831,500000
1193,286,3974,3000000
1194,4,69500,0
1196,1,10930,18000000
1197,49243,3026,16000000
1198,1,488,18000000
1199,10214,280,15000000
1200,25,2710,18500000
1201,47,4385,1200000
1202,5231,8966,0
1203,60,39996,350000
1204,11356,12238,15000000
1206,88,240,2200000
1207,1511,8482,2000000
1208,60,1776,31500000
1209,4,4385,5000000
1210,1,19800,32350000
1211,45,2303,2500000
1212,632,15378,0
1213,8880,1032,25000000
1214,25,578,11000000
1215,33,7623,11000000
1216,9,59,14390509
1217,882,5026,11500005
1218,3618,11401,0
1219,10717,2636,806947
1220,33,4610,27000000
1221,4,1776,13000000
1222,174,240,30000000
1223,297,7314,17300
1224,288,11181,9000000
1225,1869,3974,18000000
1226,1432,8500,1750000
1227,174,4385,30000000
1228,60,1032,18000000
1230,60,1243,4000000
1231,7965,648,27000000
1232,344,8452,120000
1233,5,5231,14000000
1234,33,9577,5500000
1235,4,4964,1200000
1236,181,91343,700000
1237,6181,6648,0
1238,500,68687,0
1240,41,2710,6400000
1241,11,108,3000000
1242,559,9181,18000000
1243,3593,372,0
1244,60,1243,9000000
1245,25,1223,14000000
1246,1089,2690,16400000
1247,494,5342,3000000
1248,10330,40,829000
1249,9,59,8538703
1250,5,12238,3000000
1251,9387,4415,0
1252,4,3556,6000000
1253,25,1744,995000
1254,174,6593,3800000
1255,11,108,25710
1256,4,30008,0
1257,11043,87565,0
1258,88,240,19000000
1259,5,3026,8000000
1260,43854,68,0
1261,467,7623,3500000
1262,60,14520,4000000
1263,33,12114,15000000
1264,1657,37451,0
1265,5,1524,14600000
1266,171,190,14400000
1267,60,13776,2200000
1268,12,55790,0
1269,174,2662,1120175
1270,33,24,19000000
1271,33,18250,11000000
1272,25,13265,12000000
1273,3492,4429,0
1274,882,185,10000000
1275,2737,52968,16000000
1276,174,13859,3200000
1277,310,25950,0
1278,25,14639,2800000
1279,140,4429,3500000
1280,2269,607,0
1281,60,13848,2000000
1282,2,226599,2280000
1283,60,4065,730000
1284,174,11435,1600000
1285,1950,7145,3000000
1286,33,16187,5100000
1287,21,10001,15000000
1288,3566,3026,2500000
1289,16644,68993,0
1290,4,26502,0
1291,1,488,48000000
1292,60,4964,0
1293,5,4786,22000000
1295,174,648,17000000
1296,500,54441,3000000
1297,3088,63713,8000000
1298,21,9168,12000000
1299,500,8965,14400000
1300,115,5306,0
1301,21,12300,1900000
1302,33,23968,15000000
1303,624,6593,8000000
1304,25,9577,6000000
1305,25,2303,1746964
1306,45,2303,23000000
1307,97,3026,16000000
1310,5025,105802,0
1312,986,135163,0
1318,3525,83555,0
1320,25,7467,50000000
1321,33,4610,10000000
1322,35872,52194,0
1323,41,2087,0
1324,5333,1673596,0
1325,36394,110834,1500000
1326,41,35256,5000000
1327,9266,13859,0
1328,4899,56982,750000
1329,10000,18627,0
1330,52760,62556,5000000
1331,60,1744,0
1332,41,19304,0
1333,10715,2636,2500000
1334,14203,56141,110000
1335,14323,178486,2000000
1336,4847,54839,0
1337,6,1744,125000
1339,5,1776,40000000
1340,33,2917,393750
1341,60,29648,0
1342,278,57851,6000000
1343,33,1032,35000000
1344,33,18669,35000000
1345,60,1150,1800000
1346,33,1035,18000000
1347,12,5140,1800000
1348,1960,9076,0
1349,1242,59622,0
1350,25,7187,2800000
1351,43,19450,26000000
1352,14,1979,6000000
1353,559,10400,42000000
1354,118,42,0
1355,14,22676,0
1356,4,2388,46000000
1357,8,33433,5500000
1358,14,879,1200000
1359,436,13581,60000000
1361,0,69238,0
1363,798,14911,40000000
1365,7286,37626,3000000
1366,25,55476,25000000
1367,2,18356,54000000
1370,25,16938,70000000
1371,4,1744,35000000
1372,4,1788,27000000
1373,4,1748,30000000
1374,4,1788,12000000
1375,4,1749,18000000
1376,4,1749,24000000
1377,174,510,80000000
1378,25,56828,13000000
1379,25,32277,20000000
1380,4,8876,6000000
1381,4,56755,13200000
1382,25,56998,12000000
1385,104,12989,35000000
1387,33,488,7000000
1388,33,16187,20000000
1389,33,8558,20500000
1390,174,13426,21500000
1391,174,510,70000000
1392,14,13235,3000000
1393,18,11649,50000000
1394,25,1223,6000000
1395,9195,8246,0
1396,33,23968,23000000
1397,132897,5657,0
1398,12,4786,0
1399,14,59635,23000000
1401,97,3026,36000000
1405,4,17403,12000000
1406,439,19069,0
1407,7405,5140,14000000
1408,25,638,40000000
1409,174,9248,0
1411,97,11181,0
1412,97,2589,0
1413,0,69099,1300000
1414,4,13,0
1415,104,96627,0
1416,915,9168,55000000
1417,278,10757,0
1419,25,14132,0
1422,174,56998,40000000
1423,21304,88970,500000
1425,33,127716,25000000
1426,11661,1174031,0
1427,21,101767,55000000
1428,417,28741,0
1429,2521,44916,0
1430,0,5058,0
1431,34,17494,0
1432,175,52038,55000000
1437,47,2355,0
1438,33,21370,116000000
1439,182,34651,0
1440,12,68928,0
1441,21,34682,0
1442,915,122449,8000000
1445,33,42111,0
1446,185,11688,1031764
1447,1382,6198,0
1449,8841,13524,4000000
1453,4,29009,16000000
1454,97,564,0
1456,559,120870,17000000
1457,5,17167,20000000
1458,21,1035,0
1459,97,190,50000000
1460,2,47974,0
1461,174,69353,25000000
1464,105,5602,15000000
1465,174,6482,30000000
1466,559,10723,35000000
1468,5,88060,0
1473,41,57691,1000000
1474,2,58072,32000000
1475,140,6495,3000000
1476,4,31024,28000000
1477,12,120515,10000000
1479,4,13015,68000000
1480,43,19684,35000000
1483,8,224,9000000
1484,2480,54733,0
1485,23,4499,45000000
1487,4729,16395,20000000
1488,5,6349,90000000
1489,174,61411,32000000
1490,12,68750,10000000
1493,15635,142513,0
1495,25,52044,10000000
1496,174,57851,35000000
1497,5,26760,30000000
1498,711,19969,0
1499,5,26648,45000000
1500,175,58294,15000000
1502,10316,1215282,0
1503,41,2691,3000000
1507,43,5696,16000000
1513,9195,58178,20000000
1514,111276,20640,0
1515,25,8843,90000000
1516,418,61335,0
1517,12,6737,16500000
1518,4,7213,36000000
1519,294,938945,0
1526,174,8858,85000000
1527,5,1512798,90000000
1529,12,19224,0
1533,46,39298,0
1537,882,68707,0
1541,174,2171,0
1542,14,55299,0
1544,33,488,73000000
1545,104,118020,0
1546,3187,1884,0
1547,5331,79983,0
1549,720,133420,0
1550,12,21217,0
1551,5,1901,25000000
1552,130,12786,75000000
1554,4506,30309,0
1556,25,2209,160000000
1562,174,5572,125000000
1564,8,66548,0
1565,8,7847,0
1566,2,15811,85000000
1569,559,3045,38000000
1571,83,17520,0
1572,109,3776,900000
1573,4,11401,80000000
1574,32218,68185,1000000
1580,5,5174,90000000
1581,25,63713,0
1582,10210,56506,0
1583,33,12964,28000000
1584,174,24,90000000
1585,418,181826,0
1586,175,578,50000000
1587,33,8328,20000000
1588,2,54967,55000000
1589,14,366,15000000
1590,4,4014,60000000
1591,12,87130,40000000
1592,2,1270,3000000
1593,25,58463,19000000
1594,803,58689,0
1596,181,65452,0
1597,174,7187,75000000
1598,559,23393,50000000
1599,174,19142,16000000
1600,14,11151,18000000
1601,60,1103,30000000
1602,33,80307,0
1603,14,10828,30000000
1604,12,11091,0
1605,5,58838,0
1606,33,70765,30000000
1608,919,5231,85000000
1609,4564,8300,20000000
1610,4,1090,30000000
1611,8,5216,2500000
1612,826,18139,740000
1613,0,61069,0
1614,4,7908,35000000
1615,4700,7256,0
1616,7,51984,50000000
1617,174,323,35000000
1619,34,2352,70000000
1620,4,5501,27000000
1621,711,66121,0
1623,285,11419,5000000
1624,33,3047,28000000
1625,278,7467,50000000
1626,174,77211,60000000
1627,3480,1152,19000000
1629,5406,59438,0
1631,808,25735,0
1633,1274,138322,0
1635,43,1614,18000000
1639,14,19303,250000
1641,181,57630,3500000
1642,3798,1112916,0
1643,14,18844,0
1644,5,33254,17000000
1645,174,18596,57000000
1646,2,76418,16000000
1647,9195,28487,12000000
1648,14,54050,1500000
1649,3906,18533,0
1650,175,1128,0
1652,0,4429,0
1653,5,8685,36000000
1654,152,77104,0
1655,14,55116,0
1656,559,20237,0
1658,181,2034,12000000
1659,60,66800,0
1660,4063,51864,6000000
1661,4,7671,37000000
1662,41,21155,0
1663,5,8858,10000000
1665,33,141450,18000000
1667,174,27436,50000000
1670,14,172,9000000
1671,21,77086,0
1672,4,1776,40000000
1673,12,4762,15000000
1674,4,2690,12000000
1675,174,12840,0
1676,9195,10491,105000000
1677,285,39996,0
1678,915,39819,11000000
1679,54684,88077,0
1680,4,1230252,6000000
1681,12,26714,30000000
1682,4,2690,60000000
1683,14,1978,0
1684,575,13496,0
1685,104,3192,0
1686,21,18250,48000000
1687,33,30365,60000000
1688,25,40345,53000000
1689,174,15148,20000000
1690,25,2419,70000000
1693,7,488,36000000
1694,1257,3087,5000000
1695,591,78725,0
1696,181,84896,0
1699,174,17016,0
1701,8,1243,20000000
1702,2,56911,80000000
1703,33,42111,35000000
1704,14,5216,10000000
1707,25,1215,32000000
1711,171,190,35000000
1713,7,1704,38000000
1717,85,5140,24000000
1718,4899,56983,0
1719,8,56205,5000000
1721,4,2710,200000000
1722,60,1724,110000000
1726,174,1269,80000000
1727,316,4135,60000000
1729,14,138,12000000
1730,9195,1032,28000000
1731,2,44916,30000000
